# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
YLR374C	YLR374C	YLR374C_mRNA	protein_coding	0	1	3	50	0	0	0	0	19	0	0	0	3	0	0	0	0	0	0	0	1	31
YLR379W	YLR379W	YLR379W_mRNA	protein_coding	0	0	0	59	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	31
YLR399W-A	YLR399W-A	YLR399W-A_mRNA	protein_coding	0	1	0	59	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	1	27
YLR400W	YLR400W	YLR400W_mRNA	protein_coding	0	1	2	62	0	0	0	0	28	0	0	0	2	0	0	0	0	0	0	0	1	34
YLR402W	YLR402W	YLR402W_mRNA	protein_coding	0	0	2	54	0	0	0	0	22	0	0	0	2	0	0	0	0	0	0	0	0	32
YLR404W	YLR404W	YLR404W_mRNA	protein_coding	0	0	0	37	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	31
YLR406C-A	YLR406C-A	YLR406C-A_mRNA	protein_coding	1	1	0	19	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	1	6
YLR407W	YLR407W	YLR407W_mRNA	protein_coding	0	0	1	17	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	11
YLR410W-A	YLR410W-A	YLR410W-A		0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
YLR410W-B	YLR410W-B	YLR410W-B		0	0	0	23	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	4
YLR412C-A	YLR412C-A	YLR412C-A_mRNA	protein_coding	2	1	1	34	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	1	31
YLR415C	YLR415C	YLR415C_mRNA	protein_coding	0	0	1	60	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	0	29
YLR416C	YLR416C	YLR416C_mRNA	protein_coding	0	1	1	62	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	1	31
YLR419W	YLR419W	YLR419W_mRNA	protein_coding	0	25	8	61	0	0	0	0	32	0	0	0	8	0	0	0	0	0	0	0	25	29
YLR428C	YLR428C	YLR428C_mRNA	protein_coding	1	4	0	27	0	0	0	0	23	0	0	0	0	0	0	0	0	1	0	0	4	4
YLR434C	YLR434C	YLR434C_mRNA	protein_coding	0	1	1	19	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	16
YLR437C-A	YLR437C-A	YLR437C-A_mRNA	protein_coding	0	0	1	40	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	27
YLR444C	YLR444C	YLR444C_mRNA	protein_coding	1	1	0	80	0	0	0	0	36	0	0	0	0	0	0	0	0	1	0	0	1	44
YLR446W	YLR446W	YLR446W_mRNA	protein_coding	0	7	5	64	0	0	0	0	29	0	0	0	5	0	0	0	0	0	0	0	7	35
YLR456W	YLR456W	YLR456W_mRNA	protein_coding	0	3	4	72	0	0	0	0	27	0	0	0	4	0	0	0	0	0	0	0	3	45
YLR458W	YLR458W	YLR458W_mRNA	protein_coding	0	2	1	72	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	2	53
YLR460C	YLR460C	YLR460C_mRNA	protein_coding	0	0	0	40	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	2
YLR462W	YLR462W	YLR462W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YLR463C	YLR463C	YLR463C_mRNA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
YLR464W	YLR464W	YLR464W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
YMC1	YPR058W	YPR058W_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
YMC2	YBR104W	YBR104W_mRNA	protein_coding	0	1	0	24	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1	9
YMD8	YML038C	YML038C_mRNA	protein_coding	0	0	1	9	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	4
YME1	YPR024W	YPR024W_mRNA	protein_coding	0	2	1	22	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	2	16
YME2	YMR302C	YMR302C_mRNA	protein_coding	0	13	5	33	0	0	0	0	14	0	0	0	5	0	0	1	0	0	0	1	12	19
YML002W	YML002W	YML002W_mRNA	protein_coding	0	3	2	52	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	3	31
YML003W	YML003W	YML003W_mRNA	protein_coding	1	0	0	56	0	0	0	0	23	1	0	0	0	0	0	0	0	0	0	0	0	33
YML007C-A	YML007C-A	YML007C-A_mRNA	protein_coding	0	0	0	48	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	28
YML009C-A	YML009C-A	YML009C-A_mRNA	protein_coding	1	0	0	50	0	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	32
YML009W-B	YML009W-B	YML009W-B_mRNA	protein_coding	0	0	1	55	0	0	0	0	33	0	0	0	1	0	0	0	0	0	0	0	0	22
YML012C-A	YML012C-A	YML012C-A_mRNA	protein_coding	0	3	2	46	0	0	0	0	29	0	0	0	2	0	0	0	0	0	0	0	3	17
YML018C	YML018C	YML018C_mRNA	protein_coding	0	7	5	47	0	0	0	0	29	0	0	0	5	0	0	0	0	0	0	0	7	18
YML020W	YML020W	YML020W_mRNA	protein_coding	0	7	3	58	0	0	0	0	32	0	0	0	3	0	0	0	0	0	0	0	7	26
YML031C-A	YML031C-A	YML031C-A_mRNA	protein_coding	0	1	1	16	0	0	0	0	7	0	0	0	1	0	0	1	0	0	0	1	0	9
YML034C-A	YML034C-A	YML034C-A_mRNA	protein_coding	0	0	1	12	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	7
YML037C	YML037C	YML037C_mRNA	protein_coding	0	0	0	12	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6
YML039W	YML039W	YML039W		0	0	0	48	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	41
YML040W	YML040W	YML040W		0	0	0	46	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	41
YML045W	YML045W	YML045W		0	0	0	62	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	26
YML045W-A	YML045W-A	YML045W-A		0	0	0	30	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	26
YML047W-A	YML047W-A	YML047W-A_mRNA	protein_coding	0	0	3	25	0	0	0	0	18	0	0	0	3	0	0	0	0	0	0	0	0	7
YML053C	YML053C	YML053C_mRNA	protein_coding	0	2	2	32	0	0	0	0	25	0	0	0	2	0	0	0	0	0	0	0	2	7
YML054C-A	YML054C-A	YML054C-A_mRNA	protein_coding	0	0	0	41	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	19
YML057C-A	YML057C-A	YML057C-A_mRNA	protein_coding	1	1	0	37	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	1	27
YML079W	YML079W	YML079W_mRNA	protein_coding	0	1	0	48	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	1	31
YML082W	YML082W	YML082W_mRNA	protein_coding	0	7	1	51	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	7	30
YML083C	YML083C	YML083C_mRNA	protein_coding	0	3	4	53	0	0	0	0	28	0	0	0	4	0	0	0	0	0	0	0	3	25
YML084W	YML084W	YML084W_mRNA	protein_coding	0	0	4	51	0	0	0	0	25	0	0	0	4	0	0	0	0	0	0	0	0	26
YML089C	YML089C	YML089C_mRNA	protein_coding	0	2	0	71	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	2	31
YML090W	YML090W	YML090W_mRNA	protein_coding	1	1	2	70	0	0	0	0	32	1	0	0	2	0	0	0	0	0	0	0	1	38
YML094C-A	YML094C-A	YML094C-A_mRNA	protein_coding	0	1	1	81	0	0	0	0	50	0	0	0	1	0	0	0	0	0	0	0	1	31
YML096W	YML096W	YML096W_mRNA	protein_coding	0	12	5	78	0	0	0	0	24	0	0	0	5	0	0	0	0	0	0	0	12	54
YML099W-A	YML099W-A	YML099W-A_mRNA	protein_coding	1	0	1	61	0	0	0	0	50	0	0	0	1	0	0	0	0	1	0	0	0	11
YML100W-A	YML100W-A	YML100W-A_mRNA	protein_coding	0	0	1	28	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	8
YML101C-A	YML101C-A	YML101C-A_mRNA	protein_coding	0	0	0	25	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	15
YML108W	YML108W	YML108W_mRNA	protein_coding	0	1	2	56	0	0	0	0	20	0	0	0	2	0	0	0	0	0	0	0	1	36
YML116W-A	YML116W-A	YML116W-A_mRNA	protein_coding	0	0	3	43	0	0	0	0	22	0	0	0	3	0	0	0	0	0	0	0	0	21
YML119W	YML119W	YML119W_mRNA	protein_coding	0	0	5	39	0	0	0	0	23	0	0	0	5	0	0	0	0	0	0	0	0	16
YML122C	YML122C	YML122C_mRNA	protein_coding	0	0	1	21	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	15
YML131W	YML131W	YML131W_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
YML6	YML025C	YML025C_mRNA	protein_coding	0	1	1	49	0	0	0	0	13	0	0	3	1	0	0	0	0	0	0	0	1	33
YMR001C-A	YMR001C-A	YMR001C-A_mRNA	protein_coding	0	0	1	54	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	35
YMR007W	YMR007W	YMR007W_mRNA	protein_coding	0	0	1	53	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	36
YMR013C-A	YMR013C-A	YMR013C-A_mRNA	protein_coding	0	0	0	41	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	25
YMR013W-A	YMR013W-A	YMR013W-A_mRNA	protein_coding	0	0	1	35	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	22
YMR027W	YMR027W	YMR027W_mRNA	protein_coding	0	0	1	7	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	1
YMR030W-A	YMR030W-A	YMR030W-A_mRNA	protein_coding	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5
YMR031W-A	YMR031W-A	YMR031W-A_mRNA	protein_coding	0	0	1	9	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	5
YMR045C	YMR045C	YMR045C		0	0	0	38	0	0	0	0	12	0	0	0	0	1	0	0	0	0	0	0	0	25
YMR046C	YMR046C	YMR046C		0	0	0	27	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	25
YMR046W-A	YMR046W-A	YMR046W-A_mRNA	protein_coding	0	0	0	27	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	1
YMR050C	YMR050C	YMR050C		0	0	0	55	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	29
YMR051C	YMR051C	YMR051C		0	0	0	36	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	29
YMR052C-A	YMR052C-A	YMR052C-A_mRNA	protein_coding	0	0	1	29	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	11
YMR057C	YMR057C	YMR057C_mRNA	protein_coding	0	0	1	34	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	24
YMR075C-A	YMR075C-A	YMR075C-A_mRNA	protein_coding	0	0	1	11	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	6
YMR082C	YMR082C	YMR082C_mRNA	protein_coding	0	0	1	16	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	10
YMR084W	YMR084W	YMR084W_mRNA	protein_coding	0	2	2	47	0	0	0	0	37	0	0	0	2	0	0	0	0	0	0	0	2	10
YMR085W	YMR085W	YMR085W_mRNA	protein_coding	0	8	3	51	0	0	0	0	39	0	0	0	3	0	0	0	0	0	0	0	8	12
YMR086C-A	YMR086C-A	YMR086C-A_mRNA	protein_coding	1	2	0	78	0	0	0	0	35	1	0	0	0	0	0	0	0	0	0	0	2	43
YMR087W	YMR087W	YMR087W_mRNA	protein_coding	0	9	3	76	0	0	0	0	38	0	0	0	3	0	0	0	0	0	0	0	9	38
YMR090W	YMR090W	YMR090W_mRNA	protein_coding	0	4	0	77	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	4	52
YMR099C	YMR099C	YMR099C_mRNA	protein_coding	0	0	0	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4
YMR1	YJR110W	YJR110W_mRNA	protein_coding	0	1	0	36	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	29
YMR102C	YMR102C	YMR102C_mRNA	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
YMR103C	YMR103C	YMR103C_mRNA	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
YMR105W-A	YMR105W-A	YMR105W-A_mRNA	protein_coding	0	0	0	41	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	3
YMR111C	YMR111C	YMR111C_mRNA	protein_coding	0	6	1	66	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	6	37
YMR114C	YMR114C	YMR114C_mRNA	protein_coding	0	8	3	66	0	0	0	0	40	0	0	0	3	0	0	0	0	0	0	0	8	26
YMR119W-A	YMR119W-A	YMR119W-A_mRNA	protein_coding	0	0	2	77	0	0	0	0	33	0	0	0	2	0	0	0	0	0	0	0	0	44
YMR122C	YMR122C	YMR122C_mRNA	protein_coding	0	2	1	79	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	2	57
YMR122W-A	YMR122W-A	YMR122W-A_mRNA	protein_coding	0	0	0	79	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	23
YMR130W	YMR130W	YMR130W_mRNA	protein_coding	0	0	1	5	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	1
YMR135W-A	YMR135W-A	YMR135W-A_mRNA	protein_coding	0	0	1	14	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	6
YMR141C	YMR141C	YMR141C_mRNA	protein_coding	0	0	0	14	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	8
YMR141W-A	YMR141W-A	YMR141W-A_mRNA	protein_coding	0	0	0	17	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	5
YMR147W	YMR147W	YMR147W_mRNA	protein_coding	0	0	1	58	0	0	0	0	34	0	0	0	1	0	0	0	0	0	0	0	0	24
YMR153C-A	YMR153C-A	YMR153C-A_mRNA	protein_coding	0	0	0	61	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	28
YMR155W	YMR155W	YMR155W_mRNA	protein_coding	0	3	2	68	0	0	0	0	36	0	0	0	2	0	0	0	0	0	0	0	3	32
YMR158C-A	YMR158C-A	YMR158C-A_mRNA	protein_coding	0	1	0	51	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	1	20
YMR158W-B	YMR158W-B	YMR158W-B_mRNA	protein_coding	0	0	1	51	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	31
YMR160W	YMR160W	YMR160W_mRNA	protein_coding	0	5	2	47	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	5	33
YMR172C-A	YMR172C-A	YMR172C-A_mRNA	protein_coding	0	0	0	16	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8
YMR173W-A	YMR173W-A	YMR173W-A_mRNA	protein_coding	0	0	7	8	0	0	0	0	3	0	0	0	7	0	0	0	0	0	0	0	0	5
YMR175W-A	YMR175W-A	YMR175W-A_mRNA	protein_coding	0	0	0	12	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	8
YMR178W	YMR178W	YMR178W_mRNA	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4
YMR181C	YMR181C	YMR181C_mRNA	protein_coding	0	0	0	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8
YMR182W-A	YMR182W-A	YMR182W-A_mRNA	protein_coding	0	0	0	13	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2
YMR187C	YMR187C	YMR187C_mRNA	protein_coding	0	3	2	19	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	3	15
YMR193C-A	YMR193C-A	YMR193C-A_mRNA	protein_coding	1	0	3	24	0	0	0	0	10	0	0	0	3	0	0	0	0	1	0	0	0	14
YMR194C-A	YMR194C-A	YMR194C-A_mRNA	protein_coding	0	0	0	31	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	12
YMR196W	YMR196W	YMR196W_mRNA	protein_coding	0	8	2	30	0	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	8	17
YMR206W	YMR206W	YMR206W_mRNA	protein_coding	0	0	1	19	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	9
YMR209C	YMR209C	YMR209C_mRNA	protein_coding	0	4	2	27	0	0	0	0	23	0	0	0	2	0	0	0	0	0	0	0	4	4
YMR226C	YMR226C	YMR226C_mRNA	protein_coding	0	0	0	32	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	7
YMR230W-A	YMR230W-A	YMR230W-A_mRNA	protein_coding	0	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	6
YMR242W-A	YMR242W-A	YMR242W-A_mRNA	protein_coding	0	0	0	15	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	4
YMR244W	YMR244W	YMR244W_mRNA	protein_coding	0	0	2	17	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	7
YMR245W	YMR245W	YMR245W_mRNA	protein_coding	1	0	2	16	0	0	0	0	8	1	0	0	2	0	0	0	0	0	0	0	0	8
YMR247W-A	YMR247W-A	YMR247W-A_mRNA	protein_coding	0	0	0	15	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	8
YMR252C	YMR252C	YMR252C_mRNA	protein_coding	0	0	1	13	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	6
YMR253C	YMR253C	YMR253C_mRNA	protein_coding	0	0	1	13	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	5
YMR254C	YMR254C	YMR254C_mRNA	protein_coding	0	0	0	14	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	3
YMR262W	YMR262W	YMR262W_mRNA	protein_coding	0	1	0	12	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	8
YMR265C	YMR265C	YMR265C_mRNA	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
YMR272W-A	YMR272W-A	YMR272W-A_mRNA	protein_coding	0	0	0	11	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	6
YMR272W-B	YMR272W-B	YMR272W-B_mRNA	protein_coding	0	0	0	11	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	6
YMR279C	YMR279C	YMR279C_mRNA	protein_coding	0	3	0	17	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	13
YMR290W-A	YMR290W-A	YMR290W-A_mRNA	protein_coding	0	0	1	26	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	17
YMR294W-A	YMR294W-A	YMR294W-A_mRNA	protein_coding	0	0	2	25	0	0	1	0	23	0	0	0	1	0	0	0	0	0	0	0	0	2
YMR295C	YMR295C	YMR295C_mRNA	protein_coding	0	3	2	22	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	3	20
YMR304C-A	YMR304C-A	YMR304C-A_mRNA	protein_coding	0	0	1	34	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	23
YMR306C-A	YMR306C-A	YMR306C-A_mRNA	protein_coding	0	0	1	36	0	0	1	0	17	0	0	0	0	0	0	0	0	0	0	0	0	19
YMR307C-A	YMR307C-A	YMR307C-A_mRNA	protein_coding	0	0	0	37	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	23
YMR31	YFR049W	YFR049W_mRNA	protein_coding	0	0	0	17	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	11
YMR310C	YMR310C	YMR310C_mRNA	protein_coding	0	0	1	22	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	10
YMR315W	YMR315W	YMR315W_mRNA	protein_coding	0	0	1	51	0	0	0	0	41	0	0	0	1	0	0	0	0	0	0	0	0	10
YMR315W-A	YMR315W-A	YMR315W-A_mRNA	protein_coding	0	0	1	51	0	0	0	0	37	0	0	0	1	0	0	0	0	0	0	0	0	14
YMR316C-A	YMR316C-A	YMR316C-A_mRNA	protein_coding	1	0	3	73	0	0	0	0	20	0	0	0	3	0	0	0	0	1	0	0	0	53
YMR316C-B	YMR316C-B	YMR316C-B_mRNA	protein_coding	0	2	2	78	0	0	0	0	30	0	0	0	2	0	0	0	0	0	0	0	2	48
YMR317W	YMR317W	YMR317W_mRNA	protein_coding	0	11	27	58	0	0	0	0	27	0	0	0	27	0	0	0	0	0	0	0	11	31
YMR320W	YMR320W	YMR320W_mRNA	protein_coding	0	1	0	26	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	21
YMR321C	YMR321C	YMR321C_mRNA	protein_coding	0	0	0	21	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	1
YMR324C	YMR324C	YMR324C_mRNA	protein_coding	0	0	0	11	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	7
YMR326C	YMR326C	YMR326C_mRNA	protein_coding	1	1	3	3	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	0	1	1
YND1	YER005W	YER005W_mRNA	protein_coding	0	0	0	17	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	3
YNG1	YOR064C	YOR064C_mRNA	protein_coding	0	2	1	63	0	0	0	0	33	0	0	0	1	0	0	0	0	0	0	0	2	30
YNG2	YHR090C	YHR090C_mRNA	protein_coding	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6
YNK1	YKL067W	YKL067W_mRNA	protein_coding	0	3	3	105	0	0	0	0	38	0	0	0	3	0	0	0	0	0	0	0	3	67
YNL010W	YNL010W	YNL010W_mRNA	protein_coding	0	1	2	34	0	0	0	0	29	0	0	0	2	0	0	0	0	0	0	0	1	5
YNL011C	YNL011C	YNL011C_mRNA	protein_coding	0	1	0	35	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	30
YNL013C	YNL013C	YNL013C_mRNA	protein_coding	0	0	0	19	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	9
YNL017C	YNL017C	YNL017C_mRNA	protein_coding	0	0	5	39	0	0	0	0	24	0	0	0	5	0	0	0	0	0	0	0	0	15
YNL018C	YNL018C	YNL018C_mRNA	protein_coding	0	5	2	45	0	0	0	0	25	0	0	0	2	0	0	0	0	0	0	0	5	20
YNL019C	YNL019C	YNL019C_mRNA	protein_coding	0	0	1	53	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	0	24
YNL028W	YNL028W	YNL028W_mRNA	protein_coding	0	0	0	58	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	35
YNL033W	YNL033W	YNL033W_mRNA	protein_coding	0	0	0	59	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	24
YNL034W	YNL034W	YNL034W_mRNA	protein_coding	0	5	2	45	0	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	5	18
YNL035C	YNL035C	YNL035C_mRNA	protein_coding	0	6	6	21	0	0	0	0	5	0	0	0	6	0	0	0	0	0	0	0	6	16
YNL040W	YNL040W	YNL040W_mRNA	protein_coding	0	5	2	44	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	5	29
YNL042W-B	YNL042W-B	YNL042W-B_mRNA	protein_coding	0	1	2	56	0	0	0	0	30	0	0	0	2	0	0	0	0	0	0	0	1	26
YNL043C	YNL043C	YNL043C_mRNA	protein_coding	0	1	0	65	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	1	31
YNL046W	YNL046W	YNL046W_mRNA	protein_coding	0	4	0	54	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	4	25
YNL050C	YNL050C	YNL050C_mRNA	protein_coding	0	0	3	15	0	0	0	0	6	0	0	1	3	0	0	0	0	0	0	0	0	8
YNL054W-A	YNL054W-A	YNL054W-A		0	0	0	26	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	17
YNL054W-B	YNL054W-B	YNL054W-B		0	0	0	35	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	17
YNL057W	YNL057W	YNL057W_mRNA	protein_coding	0	0	0	25	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	17
YNL058C	YNL058C	YNL058C_mRNA	protein_coding	0	0	1	24	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	8
YNL067W-A	YNL067W-A	YNL067W-A_mRNA	protein_coding	1	0	0	45	0	0	0	0	40	1	0	0	0	0	0	0	0	0	0	0	0	5
YNL067W-B	YNL067W-B	YNL067W-B_mRNA	protein_coding	1	0	0	46	0	0	0	0	39	1	0	0	0	0	0	0	0	0	0	0	0	7
YNL089C	YNL089C	YNL089C_mRNA	protein_coding	0	0	0	13	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	7
YNL092W	YNL092W	YNL092W_mRNA	protein_coding	0	0	0	14	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	8
YNL095C	YNL095C	YNL095C_mRNA	protein_coding	0	1	2	16	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	1	6
YNL097C-B	YNL097C-B	YNL097C-B_mRNA	protein_coding	0	0	0	13	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11
YNL097W-A	YNL097W-A	YNL097W-A_mRNA	protein_coding	0	0	0	14	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	3
YNL100W	YNL100W	YNL100W_mRNA	protein_coding	0	0	1	13	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	2
YNL103W-A	YNL103W-A	YNL103W-A_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
YNL108C	YNL108C	YNL108C_mRNA	protein_coding	0	0	0	16	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1
YNL109W	YNL109W	YNL109W_mRNA	protein_coding	0	0	0	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15
YNL114C	YNL114C	YNL114C_mRNA	protein_coding	0	0	2	38	0	0	0	0	24	0	0	0	2	0	0	0	0	0	0	0	0	14
